[ 2026-07-04 23:15:22,137 ] 30 root - INFO - Initiate the ingestion 
[ 2026-07-04 23:15:39,112 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-07-04 23:15:39,112 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-07-04 23:15:39,112 ] 76 root - INFO - Exporting train and file path. 
[ 2026-07-04 23:15:39,159 ] 85 root - INFO - Exported train and test file path.  
[ 2026-07-04 23:15:39,159 ] 34 root - INFO - Data Ingestion completed 
[ 2026-07-04 23:15:39,168 ] 47 root - INFO - Initiate the data validation 
[ 2026-07-04 23:15:39,222 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 23:15:39,222 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 23:15:39,222 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 23:15:39,222 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 23:15:39,308 ] 51 root - INFO - Data validation completed 
[ 2026-07-04 23:15:39,308 ] 61 root - INFO - Data transformation started 
[ 2026-07-04 23:15:39,308 ] 56 root - INFO - Entered initiate_data_transformation method 
[ 2026-07-04 23:15:39,308 ] 59 root - INFO - Starting data transformation 
[ 2026-07-04 23:15:39,322 ] 42 root - INFO - Entered get_data_transformer_object method 
[ 2026-07-04 23:15:39,322 ] 48 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2026-07-04 23:15:39,345 ] 51 root - INFO - Entered the save_object method of MainUtils class 
[ 2026-07-04 23:15:39,345 ] 55 root - INFO - Exited the save_object method of maintils class 
[ 2026-07-04 23:15:39,345 ] 72 root - INFO - Data transformation completed 
[ 2026-07-04 23:15:39,345 ] 85 root - INFO - Model Training Started 
[ 2026-07-04 23:18:36,619 ] 95 root - INFO - Best Model Found : Random Forest 
[ 2026-07-04 23:18:36,878 ] 51 root - INFO - Entered the save_object method of MainUtils class 
[ 2026-07-04 23:18:36,951 ] 55 root - INFO - Exited the save_object method of maintils class 
[ 2026-07-04 23:18:36,951 ] 51 root - INFO - Entered the save_object method of MainUtils class 
[ 2026-07-04 23:18:36,982 ] 55 root - INFO - Exited the save_object method of maintils class 
[ 2026-07-04 23:18:36,982 ] 150 root - INFO - Model Trainer Artifact : ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_04_2026_23_15_21\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910435745194727, precision_score=0.9879614767255217, recall_score=0.9941449626488996), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9762684124386252, precision_score=0.9620967741935483, recall_score=0.9908637873754153)) 
[ 2026-07-04 23:18:36,985 ] 91 root - INFO - Model Training Completed 
