[ 2026-07-04 23:33:06,285 ] 30 root - INFO - Initiate the ingestion 
[ 2026-07-04 23:33:47,485 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-07-04 23:33:47,485 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-07-04 23:33:47,485 ] 76 root - INFO - Exporting train and file path. 
[ 2026-07-04 23:33:47,518 ] 85 root - INFO - Exported train and test file path.  
[ 2026-07-04 23:33:47,518 ] 34 root - INFO - Data Ingestion completed 
[ 2026-07-04 23:33:47,518 ] 47 root - INFO - Initiate the data validation 
[ 2026-07-04 23:33:47,608 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 23:33:47,608 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 23:33:47,608 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 23:33:47,608 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 23:33:47,704 ] 51 root - INFO - Data validation completed 
[ 2026-07-04 23:33:47,704 ] 61 root - INFO - Data transformation started 
[ 2026-07-04 23:33:47,704 ] 56 root - INFO - Entered initiate_data_transformation method 
[ 2026-07-04 23:33:47,704 ] 59 root - INFO - Starting data transformation 
[ 2026-07-04 23:33:47,726 ] 42 root - INFO - Entered get_data_transformer_object method 
[ 2026-07-04 23:33:47,726 ] 48 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2026-07-04 23:33:47,726 ] 51 root - INFO - Entered save_object method 
[ 2026-07-04 23:33:47,739 ] 58 root - INFO - Exited save_object method 
[ 2026-07-04 23:33:47,740 ] 72 root - INFO - Data transformation completed 
[ 2026-07-04 23:33:47,740 ] 85 root - INFO - Model Training Started 
[ 2026-07-04 23:33:52,716 ] 119 root - INFO - Random Forest --> Train Accuracy: 0.9906 | Test Accuracy: 0.9683 
[ 2026-07-04 23:33:52,902 ] 119 root - INFO - Decision Tree --> Train Accuracy: 0.9906 | Test Accuracy: 0.9607 
[ 2026-07-04 23:34:17,032 ] 119 root - INFO - Gradient Boosting --> Train Accuracy: 0.9663 | Test Accuracy: 0.9602 
[ 2026-07-04 23:34:17,116 ] 119 root - INFO - Logistic Regression --> Train Accuracy: 0.9280 | Test Accuracy: 0.9285 
[ 2026-07-04 23:34:22,046 ] 119 root - INFO - AdaBoost --> Train Accuracy: 0.9267 | Test Accuracy: 0.9249 
[ 2026-07-04 23:34:22,373 ] 98 root - INFO - Best Model Found : Random Forest 
[ 2026-07-04 23:34:22,373 ] 99 root - INFO - Best Model Accuracy : 0.968340117593849 
[ 2026-07-04 23:34:22,513 ] 51 root - INFO - Entered save_object method 
[ 2026-07-04 23:34:22,525 ] 58 root - INFO - Exited save_object method 
[ 2026-07-04 23:34:22,525 ] 51 root - INFO - Entered save_object method 
[ 2026-07-04 23:34:22,547 ] 58 root - INFO - Exited save_object method 
[ 2026-07-04 23:34:22,547 ] 152 root - INFO - Model Trainer Artifact : ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_04_2026_23_33_05\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9916288451840646, precision_score=0.9867523083099157, recall_score=0.9965538212041354), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9719626168224299, precision_score=0.9668552950687146, recall_score=0.9771241830065359)) 
[ 2026-07-04 23:34:22,547 ] 91 root - INFO - Model Training Completed 
