[ 2026-07-04 23:12:42,151 ] 30 root - INFO - Initiate the ingestion 
[ 2026-07-04 23:13:16,458 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-07-04 23:13:16,458 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-07-04 23:13:16,459 ] 76 root - INFO - Exporting train and file path. 
[ 2026-07-04 23:13:16,492 ] 85 root - INFO - Exported train and test file path.  
[ 2026-07-04 23:13:16,492 ] 34 root - INFO - Data Ingestion completed 
[ 2026-07-04 23:13:16,502 ] 47 root - INFO - Initiate the data validation 
[ 2026-07-04 23:13:16,588 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 23:13:16,588 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 23:13:16,588 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 23:13:16,588 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 23:13:16,694 ] 51 root - INFO - Data validation completed 
[ 2026-07-04 23:13:16,694 ] 61 root - INFO - Data transformation started 
[ 2026-07-04 23:13:16,696 ] 56 root - INFO - Entered initiate_data_transformation method 
[ 2026-07-04 23:13:16,696 ] 59 root - INFO - Starting data transformation 
[ 2026-07-04 23:13:16,712 ] 42 root - INFO - Entered get_data_transformer_object method 
[ 2026-07-04 23:13:16,712 ] 48 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2026-07-04 23:13:16,726 ] 50 root - INFO - Entered the save_object method of MainUtils class 
[ 2026-07-04 23:13:16,729 ] 54 root - INFO - Exited the save_object method of maintils class 
[ 2026-07-04 23:13:16,730 ] 72 root - INFO - Data transformation completed 
[ 2026-07-04 23:13:16,731 ] 85 root - INFO - Model Training Started 
