[ 2026-07-06 21:18:19,662 ] 30 root - INFO - Initiate the ingestion 
[ 2026-07-06 21:18:42,661 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-07-06 21:18:42,661 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-07-06 21:18:42,662 ] 76 root - INFO - Exporting train and file path. 
[ 2026-07-06 21:18:42,758 ] 85 root - INFO - Exported train and test file path.  
[ 2026-07-06 21:18:42,759 ] 34 root - INFO - Data Ingestion completed 
[ 2026-07-06 21:18:42,778 ] 47 root - INFO - Initiate the data validation 
[ 2026-07-06 21:18:42,905 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-06 21:18:42,906 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-06 21:18:42,907 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-06 21:18:42,907 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-06 21:18:43,231 ] 51 root - INFO - Data validation completed 
[ 2026-07-06 21:18:43,232 ] 61 root - INFO - Data transformation started 
[ 2026-07-06 21:18:43,232 ] 56 root - INFO - Entered initiate_data_transformation method 
[ 2026-07-06 21:18:43,232 ] 59 root - INFO - Starting data transformation 
[ 2026-07-06 21:18:43,289 ] 42 root - INFO - Entered get_data_transformer_object method 
[ 2026-07-06 21:18:43,289 ] 48 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2026-07-06 21:18:43,308 ] 51 root - INFO - Entered save_object method 
[ 2026-07-06 21:18:43,315 ] 58 root - INFO - Exited save_object method 
[ 2026-07-06 21:18:43,317 ] 72 root - INFO - Data transformation completed 
[ 2026-07-06 21:18:43,318 ] 85 root - INFO - Model Training Started 
[ 2026-07-06 21:18:53,345 ] 119 root - INFO - Random Forest --> Train Accuracy: 0.9905 | Test Accuracy: 0.9747 
[ 2026-07-06 21:18:53,608 ] 119 root - INFO - Decision Tree --> Train Accuracy: 0.9905 | Test Accuracy: 0.9697 
[ 2026-07-06 21:19:28,313 ] 119 root - INFO - Gradient Boosting --> Train Accuracy: 0.9671 | Test Accuracy: 0.9638 
[ 2026-07-06 21:19:28,640 ] 119 root - INFO - Logistic Regression --> Train Accuracy: 0.9273 | Test Accuracy: 0.9267 
[ 2026-07-06 21:19:36,581 ] 119 root - INFO - AdaBoost --> Train Accuracy: 0.9254 | Test Accuracy: 0.9303 
[ 2026-07-06 21:19:37,321 ] 110 root - INFO - Best Model Found : Random Forest 
[ 2026-07-06 21:19:37,321 ] 111 root - INFO - Best Model Accuracy : 0.9746720940750792 
[ 2026-07-06 21:20:29,378 ] 51 root - INFO - Entered save_object method 
[ 2026-07-06 21:20:29,413 ] 58 root - INFO - Exited save_object method 
[ 2026-07-06 21:20:29,413 ] 51 root - INFO - Entered save_object method 
[ 2026-07-06 21:20:29,442 ] 58 root - INFO - Exited save_object method 
[ 2026-07-06 21:20:29,442 ] 164 root - INFO - Model Trainer Artifact : ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_06_2026_21_18_12\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914268218003675, precision_score=0.9906179889863349, recall_score=0.9922369765066394), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9783720015729453, precision_score=0.9711163153786104, recall_score=0.9857369255150554)) 
[ 2026-07-06 21:20:29,446 ] 91 root - INFO - Model Training Completed 
