[ 2026-07-04 22:47:10,466 ] 22 root - INFO - Initiate the ingestion 
[ 2026-07-04 22:47:54,140 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-07-04 22:47:54,140 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-07-04 22:47:54,141 ] 76 root - INFO - Exporting train and file path. 
[ 2026-07-04 22:47:54,182 ] 85 root - INFO - Exported train and test file path.  
[ 2026-07-04 22:47:54,182 ] 24 root - INFO - Data Initiation completed 
[ 2026-07-04 22:47:54,209 ] 29 root - INFO - Initiate the data validation 
[ 2026-07-04 22:47:54,291 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 22:47:54,291 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 22:47:54,292 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-04 22:47:54,292 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-04 22:47:54,409 ] 31 root - INFO - Data validation completed 
[ 2026-07-04 22:47:54,409 ] 34 root - INFO - data transformation started 
[ 2026-07-04 22:47:54,409 ] 56 root - INFO - Entered initiate_data_transformation method 
[ 2026-07-04 22:47:54,409 ] 59 root - INFO - Starting data transformation 
[ 2026-07-04 22:47:54,431 ] 42 root - INFO - Entered get_data_transformer_object method 
[ 2026-07-04 22:47:54,432 ] 48 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2026-07-04 22:47:54,444 ] 49 root - INFO - Entered the save_object method of MainUtils class 
[ 2026-07-04 22:47:54,448 ] 53 root - INFO - Exited the save_object method of maintils class 
[ 2026-07-04 22:47:54,449 ] 38 root - INFO - data transformation completed 
