[ 2026-05-02 21:40:01,539 ] 21 root - INFO - Initiate the ingestion 
[ 2026-05-02 21:40:07,006 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-05-02 21:40:07,006 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-05-02 21:40:07,006 ] 76 root - INFO - Exporting train and file path. 
[ 2026-05-02 21:40:07,056 ] 85 root - INFO - Exported train and test file path.  
[ 2026-05-02 21:40:07,056 ] 23 root - INFO - Data Initiation completed 
[ 2026-05-02 21:40:07,056 ] 28 root - INFO - Initiate the data validation 
[ 2026-05-02 21:40:07,144 ] 33 root - INFO - Required number of columns:2 
[ 2026-05-02 21:40:07,144 ] 34 root - INFO - Data frame has columns:31 
[ 2026-05-02 21:40:07,155 ] 33 root - INFO - Required number of columns:2 
[ 2026-05-02 21:40:07,155 ] 34 root - INFO - Data frame has columns:31 
[ 2026-05-02 21:40:07,244 ] 30 root - INFO - Data validation completed 
