[ 2026-05-02 00:21:00,950 ] 21 root - INFO - Initiate the ingestion 
[ 2026-05-02 00:21:04,761 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-05-02 00:21:04,761 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-05-02 00:21:04,773 ] 76 root - INFO - Exporting train and file path. 
[ 2026-05-02 00:21:04,810 ] 85 root - INFO - Exported train and test file path.  
[ 2026-05-02 00:21:04,810 ] 23 root - INFO - Data Initiation completed 
[ 2026-05-02 00:21:04,816 ] 28 root - INFO - Initiate the data validation 
[ 2026-05-02 00:21:04,891 ] 33 root - INFO - Required number of columns:2 
[ 2026-05-02 00:21:04,891 ] 34 root - INFO - Data frame has columns:31 
[ 2026-05-02 00:21:04,892 ] 33 root - INFO - Required number of columns:2 
[ 2026-05-02 00:21:04,892 ] 34 root - INFO - Data frame has columns:31 
[ 2026-05-02 00:21:04,972 ] 30 root - INFO - Data validation completed 
