[ 2026-07-06 23:10:57,760 ] 30 root - INFO - Initiate the ingestion 
[ 2026-07-06 23:11:08,606 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-07-06 23:11:08,606 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-07-06 23:11:08,607 ] 76 root - INFO - Exporting train and file path. 
[ 2026-07-06 23:11:08,649 ] 85 root - INFO - Exported train and test file path.  
[ 2026-07-06 23:11:08,650 ] 34 root - INFO - Data Ingestion completed 
[ 2026-07-06 23:11:08,655 ] 47 root - INFO - Initiate the data validation 
[ 2026-07-06 23:11:08,705 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-06 23:11:08,705 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-06 23:11:08,705 ] 33 root - INFO - Required number of columns:2 
[ 2026-07-06 23:11:08,705 ] 34 root - INFO - Data frame has columns:31 
[ 2026-07-06 23:11:08,814 ] 51 root - INFO - Data validation completed 
[ 2026-07-06 23:11:08,814 ] 61 root - INFO - Data transformation started 
[ 2026-07-06 23:11:08,814 ] 56 root - INFO - Entered initiate_data_transformation method 
[ 2026-07-06 23:11:08,814 ] 59 root - INFO - Starting data transformation 
[ 2026-07-06 23:11:08,837 ] 42 root - INFO - Entered get_data_transformer_object method 
[ 2026-07-06 23:11:08,837 ] 48 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2026-07-06 23:11:08,849 ] 51 root - INFO - Entered save_object method 
[ 2026-07-06 23:11:08,851 ] 58 root - INFO - Exited save_object method 
[ 2026-07-06 23:11:08,851 ] 51 root - INFO - Entered save_object method 
[ 2026-07-06 23:11:08,853 ] 58 root - INFO - Exited save_object method 
[ 2026-07-06 23:11:08,854 ] 72 root - INFO - Data transformation completed 
[ 2026-07-06 23:11:08,854 ] 85 root - INFO - Model Training Started 
[ 2026-07-06 23:11:13,936 ] 119 root - INFO - Random Forest --> Train Accuracy: 0.9899 | Test Accuracy: 0.9711 
[ 2026-07-06 23:11:14,126 ] 119 root - INFO - Decision Tree --> Train Accuracy: 0.9899 | Test Accuracy: 0.9683 
[ 2026-07-06 23:11:44,360 ] 119 root - INFO - Gradient Boosting --> Train Accuracy: 0.9664 | Test Accuracy: 0.9625 
[ 2026-07-06 23:11:44,433 ] 119 root - INFO - Logistic Regression --> Train Accuracy: 0.9272 | Test Accuracy: 0.9331 
[ 2026-07-06 23:11:49,906 ] 119 root - INFO - AdaBoost --> Train Accuracy: 0.9207 | Test Accuracy: 0.9303 
[ 2026-07-06 23:11:50,234 ] 110 root - INFO - Best Model Found : Random Forest 
[ 2026-07-06 23:11:50,234 ] 111 root - INFO - Best Model Accuracy : 0.9710538218000905 
[ 2026-07-06 23:12:05,819 ] 51 root - INFO - Entered save_object method 
[ 2026-07-06 23:12:05,833 ] 58 root - INFO - Exited save_object method 
[ 2026-07-06 23:12:05,833 ] 51 root - INFO - Entered save_object method 
[ 2026-07-06 23:12:05,849 ] 58 root - INFO - Exited save_object method 
[ 2026-07-06 23:12:05,849 ] 164 root - INFO - Model Trainer Artifact : ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_06_2026_23_10_55\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.990994637255894, precision_score=0.9890931125025247, recall_score=0.9929034874290349), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9743589743589743, precision_score=0.9715909090909091, recall_score=0.9771428571428571)) 
[ 2026-07-06 23:12:05,851 ] 91 root - INFO - Model Training Completed 
