[ 2026-05-02 00:20:12,923 ] 28 root - INFO - Initiate the ingestion 
[ 2026-05-02 00:20:16,779 ] 66 root - INFO - Performed train test split on the dataframe 
[ 2026-05-02 00:20:16,779 ] 68 root - INFO - Exites split_data_as_train_test method of Data_Ingestion class 
[ 2026-05-02 00:20:16,779 ] 76 root - INFO - Exporting train and file path. 
[ 2026-05-02 00:20:16,810 ] 85 root - INFO - Exported train and test file path.  
[ 2026-05-02 00:20:16,810 ] 30 root - INFO - Data Ingestion completed 
[ 2026-05-02 00:20:16,810 ] 39 root - INFO - Initiate the data validation 
[ 2026-05-02 00:20:16,893 ] 33 root - INFO - Required number of columns:2 
[ 2026-05-02 00:20:16,893 ] 34 root - INFO - Data frame has columns:31 
[ 2026-05-02 00:20:16,893 ] 33 root - INFO - Required number of columns:2 
[ 2026-05-02 00:20:16,893 ] 34 root - INFO - Data frame has columns:31 
[ 2026-05-02 00:20:17,005 ] 41 root - INFO - Data validation completed 
